aliases,candidate_collisions,caveats,derived_from,id,legal_authority_notes,name,official_url,operating_layers,record_origin,record_type,source_context,source_refs,status,unit_kind
"[""DOEE""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1033"",""source_row_key"":""1033""}",dc.department.of.energy.and.environment,"[""§ 8-171.04 et seq""]",Department of Energy and Environment,https://doee.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1033,""AGENCY_NAME"":""Department of Energy and Environment"",""SHORT_NAME"":""Department of Energy and Environment"",""ACRONYM"":""DOEE"",""BUDGETCODE"":""KG0"",""LEGISLATION"":""§ 8-171.04 et seq"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""1200 First Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://doee.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":38,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DFHV""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1035"",""source_row_key"":""1035""}",dc.department.of.for.hire.vehicles,"[""§ 50-301.04""]",Department of For-Hire Vehicles,https://dfhv.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1035,""AGENCY_NAME"":""Department of For-Hire Vehicles"",""SHORT_NAME"":""Department of For-Hire Vehicles"",""ACRONYM"":""DFHV"",""BUDGETCODE"":""TC0"",""LEGISLATION"":""§ 50-301.04"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""2235 Shannon Place SE, Suite 2001/Suite 3001"",""TYPE"":""Agency"",""WEB_URL"":""https://dfhv.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":25,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DFS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1034"",""source_row_key"":""1034""}",dc.department.of.forensic.sciences,"[""5-1501.02""]",Department of Forensic Sciences,https://dfs.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1034,""AGENCY_NAME"":""Department of Forensic Sciences"",""SHORT_NAME"":""Department of Forensic Sciences"",""ACRONYM"":""DFS"",""BUDGETCODE"":""FR0"",""LEGISLATION"":""5-1501.02"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""401 E Street SW"",""TYPE"":""Agency"",""WEB_URL"":""https://dfs.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":26,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DGS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1036"",""source_row_key"":""1036""}",dc.department.of.general.services,"[""§ 10-551.01""]",Department of General Services,https://dgs.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1036,""AGENCY_NAME"":""Department of General Services"",""SHORT_NAME"":""Department of General Services"",""ACRONYM"":""DGS"",""BUDGETCODE"":""AM0"",""LEGISLATION"":""§ 10-551.01"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""3924 Minnesota Avenue NE"",""TYPE"":""Agency"",""WEB_URL"":""https://dgs.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":27,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DHCF""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1038"",""source_row_key"":""1038""}",dc.department.of.health.care.finance,"[""§ 7-771.02""]",Department of Health Care Finance,https://dhcf.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1038,""AGENCY_NAME"":""Department of Health Care Finance"",""SHORT_NAME"":""Department of Health Care Finance"",""ACRONYM"":""DHCF"",""BUDGETCODE"":""HT0"",""LEGISLATION"":""§ 7-771.02"",""MAYORAL_CLUSTER"":""Health and Human Services"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 900 South"",""TYPE"":""Agency"",""WEB_URL"":""https://dhcf.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":29,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DHCD""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1039"",""source_row_key"":""1039""}",dc.department.of.housing.and.community.development,"[""DC ST D.I, T.1, Ch. 15, Subch. I, Pt. B, 1975 Plan 3""]",Department of Housing and Community Development,https://dhcd.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1039,""AGENCY_NAME"":""Department of Housing and Community Development"",""SHORT_NAME"":""Department of Housing and Community Development"",""ACRONYM"":""DHCD"",""BUDGETCODE"":""DB0"",""LEGISLATION"":""DC ST D.I, T.1, Ch. 15, Subch. I, Pt. B, 1975 Plan 3"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Executive"",""ADDRESS"":""1800 Martin Luther King Jr Avenue SE"",""TYPE"":""Agency"",""WEB_URL"":""https://dhcd.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Economic Development and Regulation"",""OBJECTID"":28,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DCHR""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1040"",""source_row_key"":""1040""}",dc.department.of.human.resources,"[""§ 42-2702.01""]",Department of Human Resources,https://dchr.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1040,""AGENCY_NAME"":""Department of Human Resources"",""SHORT_NAME"":""Department of Human Resources"",""ACRONYM"":""DCHR"",""BUDGETCODE"":""BE0"",""LEGISLATION"":""§ 42-2702.01"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""1015 Half Street SE, 9th Floor"",""TYPE"":""Agency"",""WEB_URL"":""https://dchr.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":12,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DHS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1041"",""source_row_key"":""1041""}",dc.department.of.human.services,"[""DC ST D. I, T. 1, Ch. 15, Subch. III, Pt. A, 1979 Plan 2""]",Department of Human Services,https://dhs.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1041,""AGENCY_NAME"":""Department of Human Services"",""SHORT_NAME"":""Department of Human Services"",""ACRONYM"":""DHS"",""BUDGETCODE"":""JA0"",""LEGISLATION"":""DC ST D. I, T. 1, Ch. 15, Subch. III, Pt. A, 1979 Plan 2"",""MAYORAL_CLUSTER"":""Health and Human Services"",""BRANCH"":""Executive"",""ADDRESS"":""64 New York Avenue NE, 6th Floor"",""TYPE"":""Agency"",""WEB_URL"":""https://dhs.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":30,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DISB""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1042"",""source_row_key"":""1042""}",dc.department.of.insurance.securities.and.banking,"[""31-102""]",Department of Insurance Securities and Banking,https://disb.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1042,""AGENCY_NAME"":""Department of Insurance Securities and Banking"",""SHORT_NAME"":""Department of Insurance Securities and Banking"",""ACRONYM"":""DISB"",""BUDGETCODE"":""SR0"",""LEGISLATION"":""31-102"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Executive"",""ADDRESS"":""1050 First Street NE, Suite 801"",""TYPE"":""Agency"",""WEB_URL"":""https://disb.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":31,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DLCP""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1180"",""source_row_key"":""1180""}",dc.department.of.licensing.and.consumer.protection,"[""§ 38-171""]",Department of Licensing and Consumer Protection,https://dlcp.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1180,""AGENCY_NAME"":""Department of Licensing and Consumer Protection"",""SHORT_NAME"":""Department of Licensing and Consumer Protection"",""ACRONYM"":""DLCP"",""BUDGETCODE"":""CR0"",""LEGISLATION"":""§ 38-171"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Executive"",""ADDRESS"":""1100 4th Street SW"",""TYPE"":""Agency"",""WEB_URL"":""https://dlcp.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":157,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DMV""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1043"",""source_row_key"":""1043""}",dc.department.of.motor.vehicles,"[""§ 50-901""]",Department of Motor Vehicles,https://dmv.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1043,""AGENCY_NAME"":""Department of Motor Vehicles"",""SHORT_NAME"":""Department of Motor Vehicles"",""ACRONYM"":""DMV"",""BUDGETCODE"":""KV0"",""LEGISLATION"":""§ 50-901"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""95 M Street SW"",""TYPE"":""Agency"",""WEB_URL"":""https://dmv.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":36,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DPR""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1044"",""source_row_key"":""1044""}",dc.department.of.parks.and.recreation,"[""§ 10-137.01""]",Department of Parks and Recreation,https://dpr.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1044,""AGENCY_NAME"":""Department of Parks and Recreation"",""SHORT_NAME"":""Department of Parks and Recreation"",""ACRONYM"":""DPR"",""BUDGETCODE"":""HA0"",""LEGISLATION"":""§ 10-137.01"",""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Executive"",""ADDRESS"":""1275 First Street NE, 8th Floor"",""TYPE"":""Agency"",""WEB_URL"":""https://dpr.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":41,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DPW""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1045"",""source_row_key"":""1045""}",dc.department.of.public.works,"[""DC ST D.I, T. 1, Ch. 15, Subch. VI, Pt. D, 1983 Plan 4""]",Department of Public Works,https://dpw.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1045,""AGENCY_NAME"":""Department of Public Works"",""SHORT_NAME"":""Department of Public Works"",""ACRONYM"":""DPW"",""BUDGETCODE"":""KT0"",""LEGISLATION"":""DC ST D.I, T. 1, Ch. 15, Subch. VI, Pt. D, 1983 Plan 4"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""899 North Capitol Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://dpw.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":42,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DSLBD""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1046"",""source_row_key"":""1046""}",dc.department.of.small.and.local.business.development,"[""§ 2-218.11""]",Department of Small and Local Business Development,https://dslbd.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1046,""AGENCY_NAME"":""Department of Small and Local Business Development"",""SHORT_NAME"":""Department of Small and Local Business Development"",""ACRONYM"":""DSLBD"",""BUDGETCODE"":""EN0"",""LEGISLATION"":""§ 2-218.11"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 850 North"",""TYPE"":""Agency"",""WEB_URL"":""https://dslbd.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Economic Development and Regulation"",""OBJECTID"":43,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DYRS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1047"",""source_row_key"":""1047""}",dc.department.of.youth.rehabilitation.services,"[""§ 2-1515.02""]",Department of Youth Rehabilitation Services,https://dyrs.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1047,""AGENCY_NAME"":""Department of Youth Rehabilitation Services"",""SHORT_NAME"":""Department of Youth Rehabilitation Services"",""ACRONYM"":""DYRS"",""BUDGETCODE"":""JZ0"",""LEGISLATION"":""§ 2-1515.02"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""450 H Street NW"",""TYPE"":""Agency"",""WEB_URL"":""https://dyrs.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":44,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DDS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1031"",""source_row_key"":""1031""}",dc.department.on.disability.services,"[""§ 7-761.03""]",Department on Disability Services,https://dds.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1031,""AGENCY_NAME"":""Department on Disability Services"",""SHORT_NAME"":""Department on Disability Services"",""ACRONYM"":""DDS"",""BUDGETCODE"":""JM0"",""LEGISLATION"":""§ 7-761.03"",""MAYORAL_CLUSTER"":""Health and Human Services"",""BRANCH"":""Executive"",""ADDRESS"":""250 E Street SW"",""TYPE"":""Agency"",""WEB_URL"":""https://dds.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":24,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.4"",""source_row_key"":""4""}",dc.developmental.disabilities.state.planning.council.dd.council,"[""Mayor's Order 2009-165""]",Developmental Disabilities State Planning Council (DD Council),,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":4,""NAME"":""Developmental Disabilities State Planning Council (DD Council)"",""SHORT_NAME"":""Developmental Disabilities State Planning Council (DD Council)"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of Disability Rights"",""ADDRESS"":null,""TYPE"":""Council"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2009-165"",""OBJECTID"":4,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""DDOT""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1048"",""source_row_key"":""1048""}",dc.district.department.of.transportation,"[""§ 50-921.01 et seq.""]",District Department of Transportation,https://ddot.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1048,""AGENCY_NAME"":""District Department of Transportation"",""SHORT_NAME"":""District Department of Transportation"",""ACRONYM"":""DDOT"",""BUDGETCODE"":""KA0"",""LEGISLATION"":""§ 50-921.01 et seq."",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""250 M Street SE"",""TYPE"":""Agency"",""WEB_URL"":""https://ddot.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":23,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.1"",""source_row_key"":""1""}",dc.district.of.columbia.educational.opportunity.for.military.children.state.council,"[""D.C. Code § 49-1101.20""]",District of Columbia Educational Opportunity for Military Children State Council,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":1,""NAME"":""District of Columbia Educational Opportunity for Military Children State Council"",""SHORT_NAME"":""District of Columbia Educational Opportunity for Military Children State Council"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of the Deputy Mayor for Education"",""ADDRESS"":null,""TYPE"":""Council"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Code § 49-1101.20"",""OBJECTID"":1,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""DCNG""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1049"",""source_row_key"":""1049""}",dc.district.of.columbia.national.guard,"[""§ 1-604.02""]",District of Columbia National Guard,https://dc.ng.mil/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1049,""AGENCY_NAME"":""District of Columbia National Guard"",""SHORT_NAME"":""District of Columbia National Guard"",""ACRONYM"":""DCNG"",""BUDGETCODE"":""FK0"",""LEGISLATION"":""§ 1-604.02"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""2001 East Capitol Street SE"",""TYPE"":""Agency"",""WEB_URL"":""https://dc.ng.mil/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":13,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DCPCS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1159"",""source_row_key"":""1159""}",dc.district.of.columbia.public.charter.schools,[],District of Columbia Public Charter Schools,https://dcpcsb.org/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1159,""AGENCY_NAME"":""District of Columbia Public Charter Schools"",""SHORT_NAME"":""DC Public Charter Schools"",""ACRONYM"":""DCPCS"",""BUDGETCODE"":""GC0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Agency"",""WEB_URL"":""https://dcpcsb.org/"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":138,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DCPS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1050"",""source_row_key"":""1050""}",dc.district.of.columbia.public.schools,"[""§ 39-101""]",District of Columbia Public Schools,https://dcps.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1050,""AGENCY_NAME"":""District of Columbia Public Schools"",""SHORT_NAME"":""District of Columbia Public Schools"",""ACRONYM"":""DCPS"",""BUDGETCODE"":""GA0"",""LEGISLATION"":""§ 39-101"",""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Executive"",""ADDRESS"":""1200 First Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://dcps.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":18,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DCRB""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.89"",""source_row_key"":""89""}",dc.district.of.columbia.retirement.board,"[""D.C. Code § 1-711""]",District of Columbia Retirement Board,https://dcrb.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":89,""NAME"":""District of Columbia Retirement Board "",""SHORT_NAME"":""District of Columbia Retirement Board "",""ACRONYM"":""DCRB"",""GOVERNING_AGENCY"":null,""ADDRESS"":""900 7th Street NW, 2nd Floor"",""TYPE"":""Board"",""WEB_URL"":""https://dcrb.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 1-711"",""OBJECTID"":89,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""SCDC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.90"",""source_row_key"":""90""}",dc.district.of.columbia.sentencing.commission,"[""D.C. Code § 3-101""]",District of Columbia Sentencing Commission,https://scdc.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":90,""NAME"":""District of Columbia Sentencing Commission"",""SHORT_NAME"":""District of Columbia Sentencing Commission"",""ACRONYM"":""SCDC"",""GOVERNING_AGENCY"":""District of Columbia Sentencing Commission"",""ADDRESS"":""441 4th Street NW, Suite #430"",""TYPE"":""Commission"",""WEB_URL"":""https://scdc.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 3-101"",""OBJECTID"":90,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.91"",""source_row_key"":""91""}",dc.district.of.columbia.state.athletics.commission,"[""D.C. Code § 38-2661.11""]",District of Columbia State Athletics Commission,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":91,""NAME"":""District of Columbia State Athletics Commission"",""SHORT_NAME"":""District of Columbia State Athletics Commission"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of the State Superintendent of Education"",""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Code § 38-2661.11"",""OBJECTID"":91,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
